Year,FieldOfStudyId,Gender,Authorships,DistinctPapers,Gender 
1877.0,144133560,1,12,12,Male
1915.0,95457728,-1,163,163,N/A $\in$ constraint
1907.0,127313418,0,41,41,Female
1904.0,127413603,1,653,653,Male
1922.0,95457728,0,170,170,Female
1911.0,127313418,0,42,42,Female
1867.0,185592680,-2,272,272,N/A $\notin$ constraint
1901.0,39432304,1,306,306,Male
1882.0,121332964,-1,20,20,N/A $\in$ constraint
1926.0,185592680,0,476,476,Female
1880.0,39432304,-1,8,8,N/A $\in$ constraint
1870.0,86803240,-2,386,386,N/A $\notin$ constraint
1957.0,192562407,0,998,998,Female
1843.0,205649164,1,149,149,Male
1903.0,185592680,-1,172,172,N/A $\in$ constraint
1946.0,162324750,1,633,633,Male
1939.0,205649164,-1,385,385,N/A $\in$ constraint
1942.0,41008148,-1,202,202,N/A $\in$ constraint
1887.0,95457728,-1,77,77,N/A $\in$ constraint
,144024400,1,64,64,Male
1966.0,138885662,0,713,713,Female
1894.0,41008148,-1,116,116,N/A $\in$ constraint
1898.0,33923547,1,213,213,Male
1832.0,142362112,1,223,223,Male
1924.0,205649164,-1,358,358,N/A $\in$ constraint
1942.0,162324750,0,82,82,Female
1891.0,144133560,-2,151,151,N/A $\notin$ constraint
,95457728,-2,463,463,N/A $\notin$ constraint
1865.0,205649164,-1,33,33,N/A $\in$ constraint
1902.0,86803240,1,660,660,Male
1947.0,142362112,-1,609,609,N/A $\in$ constraint
1966.0,144024400,-1,470,470,N/A $\in$ constraint
1941.0,17744445,-1,312,312,N/A $\in$ constraint
1937.0,33923547,0,105,105,Female
1801.0,142362112,1,276,276,Male
1909.0,39432304,1,461,461,Male
1857.0,192562407,-2,186,186,N/A $\notin$ constraint
1915.0,144024400,1,304,304,Male
1803.0,86803240,-2,28,28,N/A $\notin$ constraint
1813.0,127313418,1,4,4,Male
1942.0,95457728,0,477,477,Female
1921.0,95457728,-1,175,175,N/A $\in$ constraint
1848.0,121332964,-2,132,132,N/A $\notin$ constraint
1816.0,71924100,-2,102,102,N/A $\notin$ constraint
1801.0,71924100,-2,104,104,N/A $\notin$ constraint
1936.0,15744967,-1,227,227,N/A $\in$ constraint
1939.0,41008148,-1,196,196,N/A $\in$ constraint
1904.0,138885662,0,53,53,Female
1844.0,86803240,-1,10,10,N/A $\in$ constraint
1800.0,138885662,-2,264,264,N/A $\notin$ constraint
1868.0,127413603,-2,155,155,N/A $\notin$ constraint
1802.0,41008148,-2,8,8,N/A $\notin$ constraint
1841.0,86803240,1,94,94,Male
1913.0,185592680,0,142,142,Female
1917.0,95457728,0,187,187,Female
1802.0,127413603,-2,15,15,N/A $\notin$ constraint
1935.0,33923547,-1,108,108,N/A $\in$ constraint
1875.0,41008148,-2,297,297,N/A $\notin$ constraint
1879.0,33923547,-1,5,5,N/A $\in$ constraint
1903.0,162324750,-1,11,11,N/A $\in$ constraint
1922.0,127413603,0,136,136,Female
1833.0,142362112,1,262,262,Male
1867.0,127313418,1,109,109,Male
1902.0,142362112,0,220,220,Female
1895.0,127313418,-1,14,14,N/A $\in$ constraint
1874.0,142362112,0,90,90,Female
1966.0,39432304,0,323,323,Female
1838.0,71924100,-2,294,294,N/A $\notin$ constraint
1929.0,185592680,0,508,508,Female
1964.0,39432304,0,317,317,Female
1928.0,15744967,-1,256,256,N/A $\in$ constraint
1865.0,192562407,-2,84,84,N/A $\notin$ constraint
1916.0,192562407,-1,85,85,N/A $\in$ constraint
1879.0,127413603,1,170,170,Male
1964.0,95457728,-1,917,917,N/A $\in$ constraint
1884.0,17744445,-1,23,23,N/A $\in$ constraint
1940.0,205649164,0,422,422,Female
1874.0,17744445,-2,254,254,N/A $\notin$ constraint
1957.0,162324750,0,166,166,Female
1841.0,127413603,1,39,39,Male
1962.0,39432304,0,244,244,Female
1927.0,121332964,0,81,81,Female
1806.0,142362112,-2,274,274,N/A $\notin$ constraint
1869.0,138885662,1,218,218,Male
1852.0,15744967,-2,51,51,N/A $\notin$ constraint
1890.0,162324750,-2,93,93,N/A $\notin$ constraint
1833.0,71924100,-2,185,185,N/A $\notin$ constraint
1861.0,138885662,1,160,160,Male
1869.0,127413603,-2,213,213,N/A $\notin$ constraint
1824.0,144024400,-2,10,10,N/A $\notin$ constraint
1885.0,192562407,0,7,7,Female
1933.0,95457728,-1,338,338,N/A $\in$ constraint
1881.0,33923547,-2,243,243,N/A $\notin$ constraint
1874.0,138885662,-1,35,35,N/A $\in$ constraint
1923.0,144133560,1,489,489,Male
1814.0,95457728,0,16,16,Female
1910.0,127313418,0,58,58,Female
1816.0,15744967,1,39,39,Male
1865.0,15744967,1,85,85,Male
1819.0,86803240,-2,20,20,N/A $\notin$ constraint
1927.0,33923547,0,70,70,Female
1883.0,86803240,1,336,336,Male
1949.0,33923547,-1,175,175,N/A $\in$ constraint
1941.0,127413603,0,561,561,Female
1922.0,162324750,1,291,291,Male
1864.0,205649164,-1,57,57,N/A $\in$ constraint
1811.0,71924100,-2,96,96,N/A $\notin$ constraint
1923.0,33923547,0,57,57,Female
1864.0,144024400,-2,56,56,N/A $\notin$ constraint
1914.0,142362112,-1,641,641,N/A $\in$ constraint
1811.0,205649164,1,43,43,Male
1909.0,162324750,1,185,185,Male
1819.0,138885662,-2,137,137,N/A $\notin$ constraint
1907.0,86803240,-1,92,92,N/A $\in$ constraint
1917.0,162324750,-2,285,285,N/A $\notin$ constraint
1930.0,33923547,-1,82,82,N/A $\in$ constraint
1818.0,127413603,-2,16,16,N/A $\notin$ constraint
1821.0,142362112,1,300,300,Male
1886.0,144024400,-2,86,86,N/A $\notin$ constraint
1861.0,127413603,0,8,8,Female
1820.0,205649164,1,67,67,Male
1821.0,121332964,1,13,13,Male
1911.0,95457728,-1,195,195,N/A $\in$ constraint
1859.0,86803240,1,135,135,Male
1910.0,185592680,0,121,121,Female
1900.0,192562407,0,44,44,Female
1903.0,15744967,-1,29,29,N/A $\in$ constraint
1876.0,144024400,-1,3,3,N/A $\in$ constraint
1898.0,95457728,0,82,82,Female
1833.0,138885662,-2,187,187,N/A $\notin$ constraint
1916.0,162324750,1,180,180,Male
1894.0,71924100,-1,110,110,N/A $\in$ constraint
1898.0,15744967,-1,38,38,N/A $\in$ constraint
1909.0,144133560,-1,46,46,N/A $\in$ constraint
1909.0,185592680,0,114,114,Female
1914.0,162324750,-2,327,327,N/A $\notin$ constraint
1934.0,39432304,-1,135,135,N/A $\in$ constraint
1852.0,144133560,1,20,20,Male
1840.0,205649164,-2,174,174,N/A $\notin$ constraint
1919.0,205649164,-1,132,132,N/A $\in$ constraint
1856.0,192562407,1,36,36,Male
1887.0,15744967,-1,21,21,N/A $\in$ constraint
1928.0,15744967,0,354,354,Female
1862.0,144024400,-2,27,27,N/A $\notin$ constraint
1940.0,15744967,-1,288,288,N/A $\in$ constraint
1915.0,205649164,-1,201,201,N/A $\in$ constraint
1942.0,39432304,0,47,47,Female
1853.0,86803240,1,140,140,Male
1826.0,127313418,-2,47,47,N/A $\notin$ constraint
1874.0,15744967,-2,72,72,N/A $\notin$ constraint
1924.0,144133560,0,57,57,Female
1880.0,127413603,1,175,175,Male
1823.0,41008148,-2,10,10,N/A $\notin$ constraint
1917.0,39432304,0,23,23,Female
1919.0,144133560,0,31,31,Female
1805.0,205649164,-2,57,57,N/A $\notin$ constraint
1805.0,142362112,-1,32,32,N/A $\in$ constraint
1801.0,127313418,-2,10,10,N/A $\notin$ constraint
1895.0,127413603,1,365,365,Male
1860.0,95457728,0,43,43,Female
1878.0,121332964,1,96,96,Male
1808.0,71924100,-2,108,108,N/A $\notin$ constraint
1802.0,138885662,1,53,53,Male
1886.0,185592680,0,33,33,Female
1860.0,33923547,-2,83,83,N/A $\notin$ constraint
1800.0,144024400,-2,32,32,N/A $\notin$ constraint
1939.0,162324750,-1,242,242,N/A $\in$ constraint
1882.0,39432304,1,48,48,Male
1816.0,127413603,-2,20,20,N/A $\notin$ constraint
,142362112,1,126,126,Male
1942.0,138885662,0,210,210,Female
1812.0,95457728,0,7,7,Female
1911.0,127413603,0,74,74,Female
1908.0,205649164,-1,167,167,N/A $\in$ constraint
1833.0,121332964,-2,65,65,N/A $\notin$ constraint
1900.0,95457728,-1,125,125,N/A $\in$ constraint
1963.0,162324750,0,196,196,Female
1882.0,185592680,-1,95,95,N/A $\in$ constraint
1849.0,39432304,-1,1,1,N/A $\in$ constraint
1809.0,121332964,-2,12,12,N/A $\notin$ constraint
1862.0,33923547,1,45,45,Male
1859.0,121332964,1,49,49,Male
1872.0,86803240,0,4,4,Female
1848.0,162324750,-2,15,15,N/A $\notin$ constraint
1857.0,192562407,1,33,33,Male
1939.0,144133560,0,96,96,Female
1867.0,17744445,1,101,101,Male
1804.0,144024400,1,8,8,Male
1880.0,41008148,-2,378,378,N/A $\notin$ constraint
1893.0,144024400,1,99,99,Male
1861.0,162324750,-2,35,35,N/A $\notin$ constraint
1898.0,33923547,0,8,8,Female
1831.0,142362112,0,24,24,Female
1900.0,138885662,0,52,52,Female
1848.0,144024400,-2,23,23,N/A $\notin$ constraint
1890.0,138885662,0,33,33,Female
1859.0,15744967,1,99,99,Male
1875.0,86803240,0,12,12,Female
1897.0,33923547,-1,23,23,N/A $\in$ constraint
1875.0,95457728,0,88,88,Female
1819.0,138885662,1,92,92,Male
1899.0,127413603,-1,176,176,N/A $\in$ constraint
1921.0,15744967,-1,101,101,N/A $\in$ constraint
1905.0,15744967,-1,53,53,N/A $\in$ constraint
1881.0,138885662,-1,56,56,N/A $\in$ constraint
1843.0,41008148,-1,2,2,N/A $\in$ constraint
1878.0,33923547,0,7,7,Female
1855.0,33923547,0,2,2,Female
1862.0,144133560,-2,23,23,N/A $\notin$ constraint
1805.0,15744967,1,21,21,Male
1861.0,142362112,0,57,57,Female
1851.0,86803240,-2,131,131,N/A $\notin$ constraint
1912.0,39432304,-1,104,104,N/A $\in$ constraint
1946.0,121332964,-1,204,204,N/A $\in$ constraint
1907.0,144024400,-1,22,22,N/A $\in$ constraint
1831.0,86803240,-2,31,31,N/A $\notin$ constraint
1802.0,192562407,-2,17,17,N/A $\notin$ constraint
1926.0,127313418,0,79,79,Female
1876.0,17744445,1,133,133,Male
1901.0,127313418,-1,44,44,N/A $\in$ constraint
1896.0,15744967,0,25,25,Female
1860.0,144024400,-2,51,51,N/A $\notin$ constraint
1905.0,138885662,0,33,33,Female
1818.0,71924100,1,31,31,Male
1836.0,86803240,-2,119,119,N/A $\notin$ constraint
1808.0,86803240,1,31,31,Male
1826.0,205649164,-2,56,56,N/A $\notin$ constraint
1830.0,144024400,-2,18,18,N/A $\notin$ constraint
1884.0,142362112,0,104,104,Female
,138885662,1,63,63,Male
1951.0,162324750,0,124,124,Female
1886.0,71924100,0,37,37,Female
1809.0,192562407,1,5,5,Male
1876.0,162324750,1,25,25,Male
1843.0,71924100,0,6,6,Female
1803.0,71924100,1,6,6,Male
1882.0,205649164,-1,89,89,N/A $\in$ constraint
1912.0,144024400,-1,41,41,N/A $\in$ constraint
1866.0,39432304,-1,2,2,N/A $\in$ constraint
1896.0,41008148,0,13,13,Female
1892.0,17744445,-1,56,56,N/A $\in$ constraint
1916.0,192562407,0,59,59,Female
1802.0,144133560,-2,6,6,N/A $\notin$ constraint
1939.0,41008148,0,149,149,Female
1826.0,138885662,-1,9,9,N/A $\in$ constraint
1907.0,41008148,0,52,52,Female
1841.0,17744445,1,50,50,Male
1826.0,144133560,-2,5,5,N/A $\notin$ constraint
1869.0,138885662,0,14,14,Female
1837.0,41008148,-2,42,42,N/A $\notin$ constraint
1843.0,192562407,1,39,39,Male
1831.0,127313418,-2,52,52,N/A $\notin$ constraint
1830.0,39432304,-2,12,12,N/A $\notin$ constraint
1859.0,142362112,0,44,44,Female
1901.0,205649164,0,68,68,Female
1879.0,71924100,-1,27,27,N/A $\in$ constraint
1904.0,127413603,-1,261,261,N/A $\in$ constraint
1846.0,144024400,1,25,25,Male
1800.0,127313418,-2,51,51,N/A $\notin$ constraint
1828.0,33923547,1,12,12,Male
1821.0,39432304,-2,5,5,N/A $\notin$ constraint
1831.0,185592680,-2,48,48,N/A $\notin$ constraint
1906.0,17744445,0,38,38,Female
1886.0,138885662,-1,64,64,N/A $\in$ constraint
1886.0,144024400,1,55,55,Male
1874.0,138885662,0,15,15,Female
1808.0,95457728,0,8,8,Female
1852.0,144024400,-1,6,6,N/A $\in$ constraint
1924.0,144133560,-1,84,84,N/A $\in$ constraint
1850.0,205649164,-1,35,35,N/A $\in$ constraint
1906.0,127313418,-1,86,86,N/A $\in$ constraint
1900.0,162324750,-1,12,12,N/A $\in$ constraint
1860.0,162324750,1,17,17,Male
1862.0,95457728,-1,32,32,N/A $\in$ constraint
1862.0,144024400,1,22,22,Male
1933.0,162324750,-1,57,57,N/A $\in$ constraint
1827.0,162324750,-2,4,4,N/A $\notin$ constraint
1859.0,144133560,-1,1,1,N/A $\in$ constraint
1882.0,127313418,0,3,3,Female
1838.0,121332964,1,21,21,Male
1851.0,127413603,-1,80,80,N/A $\in$ constraint
1861.0,144024400,-2,34,34,N/A $\notin$ constraint
1875.0,185592680,0,17,17,Female
1911.0,39432304,-1,81,81,N/A $\in$ constraint
1943.0,127313418,-1,192,192,N/A $\in$ constraint
1860.0,86803240,-1,21,21,N/A $\in$ constraint
1943.0,127313418,0,86,86,Female
1828.0,205649164,-1,15,15,N/A $\in$ constraint
1816.0,86803240,1,24,24,Male
1807.0,205649164,1,50,50,Male
1807.0,127413603,1,24,24,Male
1900.0,33923547,0,16,16,Female
1883.0,138885662,0,19,19,Female
1874.0,95457728,-1,52,52,N/A $\in$ constraint
1835.0,17744445,1,36,36,Male
1806.0,86803240,1,38,38,Male
1845.0,144024400,1,21,21,Male
1867.0,162324750,1,14,14,Male
1875.0,127313418,-1,29,29,N/A $\in$ constraint
1876.0,144024400,-2,74,74,N/A $\notin$ constraint
1890.0,15744967,-1,28,28,N/A $\in$ constraint
1823.0,41008148,-1,6,6,N/A $\in$ constraint
1839.0,39432304,1,6,6,Male
1866.0,41008148,-1,2,2,N/A $\in$ constraint
1821.0,205649164,0,10,10,Female
1894.0,127313418,-1,31,31,N/A $\in$ constraint
1903.0,33923547,-1,20,20,N/A $\in$ constraint
1905.0,121332964,0,22,22,Female
1819.0,17744445,1,17,17,Male
1800.0,95457728,-1,28,28,N/A $\in$ constraint
1886.0,138885662,0,15,15,Female
1812.0,17744445,1,21,21,Male
1829.0,185592680,-2,39,39,N/A $\notin$ constraint
1920.0,33923547,0,38,38,Female
1832.0,15744967,1,21,21,Male
1804.0,95457728,0,4,4,Female
1847.0,127313418,1,42,42,Male
1843.0,138885662,-1,18,18,N/A $\in$ constraint
1869.0,127413603,0,6,6,Female
1834.0,127313418,1,16,16,Male
1913.0,144133560,0,28,28,Female
1848.0,142362112,0,28,28,Female
1838.0,71924100,0,6,6,Female
1871.0,127313418,-1,11,11,N/A $\in$ constraint
1889.0,138885662,0,15,15,Female
1893.0,127413603,0,28,28,Female
1814.0,185592680,-2,20,20,N/A $\notin$ constraint
1899.0,144133560,-1,22,22,N/A $\in$ constraint
1839.0,127413603,0,3,3,Female
1875.0,15744967,-1,6,6,N/A $\in$ constraint
1896.0,144133560,-1,17,17,N/A $\in$ constraint
1876.0,192562407,-1,11,11,N/A $\in$ constraint
1908.0,162324750,-1,19,19,N/A $\in$ constraint
1834.0,162324750,1,9,9,Male
1849.0,121332964,1,26,26,Male
1886.0,192562407,0,8,8,Female
1842.0,71924100,0,8,8,Female
1803.0,17744445,1,18,18,Male
1832.0,33923547,1,14,14,Male
1858.0,144024400,-1,1,1,N/A $\in$ constraint
1878.0,95457728,0,33,33,Female
1856.0,144024400,-1,1,1,N/A $\in$ constraint
1886.0,15744967,-1,13,13,N/A $\in$ constraint
1823.0,86803240,-1,14,14,N/A $\in$ constraint
1910.0,162324750,0,12,12,Female
1809.0,39432304,1,3,3,Male
1824.0,15744967,-2,3,3,N/A $\notin$ constraint
1856.0,71924100,0,15,15,Female
1816.0,127413603,-1,5,5,N/A $\in$ constraint
1841.0,144133560,-1,2,2,N/A $\in$ constraint
1884.0,39432304,0,3,3,Female
1914.0,162324750,0,13,13,Female
1843.0,162324750,-2,14,14,N/A $\notin$ constraint
1805.0,162324750,-2,4,4,N/A $\notin$ constraint
1885.0,17744445,0,6,6,Female
1850.0,205649164,0,4,4,Female
1871.0,15744967,0,6,6,Female
1851.0,144133560,0,2,2,Female
1829.0,95457728,-1,5,5,N/A $\in$ constraint
1817.0,144024400,-2,13,13,N/A $\notin$ constraint
1811.0,86803240,1,31,31,Male
1822.0,95457728,-1,20,20,N/A $\in$ constraint
1865.0,121332964,-1,5,5,N/A $\in$ constraint
1831.0,71924100,0,6,6,Female
1824.0,127413603,0,4,4,Female
1815.0,15744967,1,10,10,Male
1898.0,41008148,-1,11,11,N/A $\in$ constraint
1880.0,15744967,-1,5,5,N/A $\in$ constraint
1813.0,86803240,-1,4,4,N/A $\in$ constraint
1803.0,192562407,-2,17,17,N/A $\notin$ constraint
1871.0,162324750,-1,9,9,N/A $\in$ constraint
1904.0,127313418,0,35,35,Female
1827.0,127313418,0,1,1,Female
1890.0,41008148,-1,17,17,N/A $\in$ constraint
1849.0,138885662,-1,5,5,N/A $\in$ constraint
1810.0,162324750,1,6,6,Male
1891.0,144024400,0,15,15,Female
1918.0,144024400,-1,30,30,N/A $\in$ constraint
1835.0,127413603,-1,9,9,N/A $\in$ constraint
1811.0,205649164,0,3,3,Female
1846.0,17744445,0,4,4,Female
1870.0,138885662,0,7,7,Female
1831.0,121332964,1,13,13,Male
1885.0,192562407,-1,4,4,N/A $\in$ constraint
1806.0,95457728,-1,5,5,N/A $\in$ constraint
1864.0,121332964,0,7,7,Female
1878.0,127313418,0,1,1,Female
1802.0,127413603,-1,1,1,N/A $\in$ constraint
1833.0,86803240,-1,7,7,N/A $\in$ constraint
1847.0,205649164,-1,20,20,N/A $\in$ constraint
1828.0,71924100,-1,5,5,N/A $\in$ constraint
1863.0,185592680,-1,11,11,N/A $\in$ constraint
1886.0,162324750,0,1,1,Female
1801.0,162324750,1,5,5,Male
1846.0,162324750,-2,9,9,N/A $\notin$ constraint
1803.0,142362112,0,19,19,Female
1891.0,144024400,-1,19,19,N/A $\in$ constraint
1834.0,33923547,-1,1,1,N/A $\in$ constraint
1828.0,162324750,1,6,6,Male
1831.0,39432304,1,11,11,Male
1839.0,205649164,0,5,5,Female
1809.0,86803240,1,14,14,Male
1829.0,15744967,0,2,2,Female
1806.0,205649164,-1,5,5,N/A $\in$ constraint
1873.0,41008148,0,2,2,Female
1812.0,144133560,-2,3,3,N/A $\notin$ constraint
1812.0,39432304,-1,4,4,N/A $\in$ constraint
1876.0,144024400,0,2,2,Female
1861.0,144133560,1,8,8,Male
1804.0,33923547,1,6,6,Male
1895.0,33923547,-1,6,6,N/A $\in$ constraint
1882.0,192562407,0,2,2,Female
1867.0,144024400,0,4,4,Female
1860.0,185592680,-1,4,4,N/A $\in$ constraint
1855.0,185592680,-1,11,11,N/A $\in$ constraint
1817.0,86803240,0,3,3,Female
1803.0,144133560,-2,3,3,N/A $\notin$ constraint
1854.0,144133560,-1,1,1,N/A $\in$ constraint
1883.0,144133560,-1,10,10,N/A $\in$ constraint
1852.0,162324750,0,1,1,Female
1856.0,144133560,-1,1,1,N/A $\in$ constraint
1837.0,138885662,0,4,4,Female
1845.0,17744445,0,5,5,Female
1863.0,185592680,0,4,4,Female
1810.0,86803240,0,6,6,Female
1865.0,162324750,-1,2,2,N/A $\in$ constraint
1876.0,121332964,-1,3,3,N/A $\in$ constraint
1877.0,127313418,-1,25,25,N/A $\in$ constraint
1845.0,41008148,-1,6,6,N/A $\in$ constraint
1837.0,71924100,0,3,3,Female
1807.0,192562407,1,3,3,Male
1819.0,41008148,-2,7,7,N/A $\notin$ constraint
1855.0,144133560,-1,16,16,N/A $\in$ constraint
1817.0,144133560,-2,4,4,N/A $\notin$ constraint
1822.0,41008148,-1,1,1,N/A $\in$ constraint
1805.0,15744967,-1,2,2,N/A $\in$ constraint
1824.0,144024400,-1,1,1,N/A $\in$ constraint
1810.0,121332964,0,1,1,Female
1818.0,71924100,0,1,1,Female
1819.0,15744967,0,1,1,Female
1861.0,162324750,-1,1,1,N/A $\in$ constraint
1837.0,41008148,0,2,2,Female
1855.0,41008148,0,2,2,Female
1840.0,17744445,0,1,1,Female
1812.0,86803240,-1,2,2,N/A $\in$ constraint
1812.0,86803240,0,1,1,Female
1846.0,127313418,-1,5,5,N/A $\in$ constraint
1858.0,33923547,-1,1,1,N/A $\in$ constraint
1841.0,185592680,0,4,4,Female
1874.0,162324750,-1,1,1,N/A $\in$ constraint
1882.0,41008148,-1,4,4,N/A $\in$ constraint
1804.0,71924100,-1,1,1,N/A $\in$ constraint
1807.0,144024400,-1,1,1,N/A $\in$ constraint
1813.0,144133560,0,1,1,Female
1809.0,86803240,-1,3,3,N/A $\in$ constraint
1866.0,15744967,-1,1,1,N/A $\in$ constraint
2005.0,41008148,1,431728,431728,Male
2010.0,71924100,0,699407,699407,Female
1981.0,17744445,1,21283,21283,Male
2004.0,33923547,1,129065,129065,Male
1985.0,185592680,-2,258581,258581,N/A $\notin$ constraint
2014.0,127313418,1,142237,142237,Male
1989.0,142362112,-1,7903,7903,N/A $\in$ constraint
1986.0,127413603,0,6288,6288,Female
1922.0,71924100,1,4724,4724,Male
1995.0,205649164,1,26029,26029,Male
1957.0,127413603,-2,10622,10622,N/A $\notin$ constraint
2020.0,162324750,1,49859,49859,Male
1957.0,71924100,-2,104325,104325,N/A $\notin$ constraint
2006.0,127313418,0,20209,20209,Female
1888.0,162324750,-2,101,101,N/A $\notin$ constraint
1868.0,192562407,1,39,39,Male
1908.0,144024400,-2,402,402,N/A $\notin$ constraint
1977.0,205649164,-1,3251,3251,N/A $\in$ constraint
1840.0,71924100,1,346,346,Male
1950.0,142362112,-1,724,724,N/A $\in$ constraint
1882.0,95457728,1,372,372,Male
1940.0,71924100,0,1399,1399,Female
1933.0,185592680,0,748,748,Female
1845.0,71924100,1,385,385,Male
1919.0,39432304,-2,1917,1917,N/A $\notin$ constraint
1895.0,127313418,-2,1084,1084,N/A $\notin$ constraint
1919.0,205649164,-2,1529,1529,N/A $\notin$ constraint
1933.0,144133560,0,108,108,Female
1913.0,95457728,-1,194,194,N/A $\in$ constraint
1951.0,15744967,-1,608,608,N/A $\in$ constraint
1957.0,144133560,-1,240,240,N/A $\in$ constraint
1878.0,142362112,-1,201,201,N/A $\in$ constraint
1942.0,205649164,1,1609,1609,Male
1919.0,86803240,-1,185,185,N/A $\in$ constraint
1984.0,138885662,-1,1686,1686,N/A $\in$ constraint
1933.0,17744445,-1,319,319,N/A $\in$ constraint
2003.0,205649164,-2,122022,122022,N/A $\notin$ constraint
1979.0,41008148,-2,86819,86819,N/A $\notin$ constraint
2016.0,121332964,-1,2131571,2131571,N/A $\in$ constraint
1983.0,127413603,-1,16548,16548,N/A $\in$ constraint
1993.0,185592680,-1,238549,238549,N/A $\in$ constraint
1997.0,205649164,-1,17840,17840,N/A $\in$ constraint
2005.0,205649164,-1,48296,48296,N/A $\in$ constraint
1977.0,33923547,1,18872,18872,Male
2016.0,205649164,-1,126299,126299,N/A $\in$ constraint
1913.0,17744445,-2,1300,1300,N/A $\notin$ constraint
1960.0,41008148,0,597,597,Female
1945.0,205649164,-1,196,196,N/A $\in$ constraint
1952.0,138885662,-2,4429,4429,N/A $\notin$ constraint
1945.0,86803240,1,2715,2715,Male
1954.0,127413603,-1,788,788,N/A $\in$ constraint
1976.0,39432304,0,756,756,Female
1894.0,15744967,1,240,240,Male
1936.0,33923547,-1,117,117,N/A $\in$ constraint
1939.0,86803240,0,746,746,Female
1902.0,33923547,1,287,287,Male
1866.0,144133560,-2,41,41,N/A $\notin$ constraint
1930.0,127413603,-1,547,547,N/A $\in$ constraint
1895.0,86803240,1,530,530,Male
1953.0,142362112,0,1043,1043,Female
1902.0,127313418,-2,4955,4955,N/A $\notin$ constraint
1897.0,15744967,1,237,237,Male
2020.0,33923547,0,38103,38103,Female
2001.0,71924100,0,228307,228307,Female
2002.0,15744967,1,91570,91570,Male
2010.0,138885662,1,32288,32288,Male
2011.0,95457728,1,22724,22724,Male
2000.0,15744967,-1,32518,32518,N/A $\in$ constraint
2002.0,144133560,0,14922,14922,Female
2015.0,86803240,-1,785453,785453,N/A $\in$ constraint
1961.0,71924100,0,4775,4775,Female
1969.0,162324750,1,4416,4416,Male
1920.0,205649164,-2,1998,1998,N/A $\notin$ constraint
1901.0,142362112,-1,322,322,N/A $\in$ constraint
1975.0,33923547,0,1513,1513,Female
1982.0,95457728,0,3486,3486,Female
1935.0,144024400,-2,845,845,N/A $\notin$ constraint
1941.0,127413603,-2,7697,7697,N/A $\notin$ constraint
2018.0,127413603,-1,50703,50703,N/A $\in$ constraint
1944.0,15744967,-1,195,195,N/A $\in$ constraint
1891.0,95457728,-2,887,887,N/A $\notin$ constraint
1922.0,95457728,1,1103,1103,Male
1950.0,33923547,1,1763,1763,Male
1879.0,138885662,0,13,13,Female
1960.0,162324750,0,198,198,Female
1862.0,142362112,-2,1314,1314,N/A $\notin$ constraint
1925.0,192562407,1,3792,3792,Male
1957.0,138885662,0,431,431,Female
1849.0,144133560,1,16,16,Male
1907.0,144024400,-2,313,313,N/A $\notin$ constraint
2007.0,86803240,1,628792,628792,Male
2012.0,15744967,-2,345671,345671,N/A $\notin$ constraint
1999.0,185592680,1,423813,423813,Male
2007.0,17744445,1,71840,71840,Male
2000.0,185592680,-1,307232,307232,N/A $\in$ constraint
1967.0,142362112,0,2503,2503,Female
1978.0,192562407,-1,41176,41176,N/A $\in$ constraint
1990.0,144024400,-2,14428,14428,N/A $\notin$ constraint
2005.0,95457728,1,16743,16743,Male
1967.0,17744445,0,1489,1489,Female
1911.0,71924100,1,3388,3388,Male
1965.0,33923547,-2,10663,10663,N/A $\notin$ constraint
1983.0,127313418,1,19730,19730,Male
1924.0,95457728,1,1347,1347,Male
1939.0,17744445,0,412,412,Female
1877.0,205649164,1,347,347,Male
1970.0,86803240,0,8249,8249,Female
1954.0,121332964,-1,1251,1251,N/A $\in$ constraint
1920.0,41008148,1,2051,2051,Male
1942.0,185592680,1,7413,7413,Male
1910.0,138885662,1,1196,1196,Male
1802.0,142362112,-2,351,351,N/A $\notin$ constraint
1882.0,86803240,0,15,15,Female
1948.0,138885662,0,235,235,Female
1944.0,95457728,-1,355,355,N/A $\in$ constraint
1917.0,142362112,-1,446,446,N/A $\in$ constraint
2021.0,33923547,0,3236,3236,Female
1891.0,192562407,1,111,111,Male
1964.0,142362112,0,1779,1779,Female
2002.0,33923547,-1,46529,46529,N/A $\in$ constraint
2002.0,17744445,-1,16875,16875,N/A $\in$ constraint
1980.0,71924100,-2,272080,272080,N/A $\notin$ constraint
1930.0,185592680,-1,1462,1462,N/A $\in$ constraint
1996.0,121332964,0,15107,15107,Female
1975.0,144133560,0,867,867,Female
1991.0,39432304,0,3376,3376,Female
1976.0,39432304,-1,3429,3429,N/A $\in$ constraint
1991.0,39432304,-2,73366,73366,N/A $\notin$ constraint
2016.0,33923547,-1,134227,134227,N/A $\in$ constraint
1931.0,95457728,0,434,434,Female
1912.0,142362112,-2,6689,6689,N/A $\notin$ constraint
1878.0,138885662,-2,710,710,N/A $\notin$ constraint
1921.0,127313418,-2,1831,1831,N/A $\notin$ constraint
1884.0,41008148,-2,422,422,N/A $\notin$ constraint
1913.0,86803240,-1,237,237,N/A $\in$ constraint
1960.0,144133560,1,2310,2310,Male
1953.0,15744967,-1,598,598,N/A $\in$ constraint
1906.0,15744967,-2,544,544,N/A $\notin$ constraint
1907.0,86803240,-2,1758,1758,N/A $\notin$ constraint
